08:54:39.763 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
08:54:57.240 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001598
08:54:57.259 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001631
08:54:57.279 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001851
08:54:57.309 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001810
08:54:57.327 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001536
08:54:57.354 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002319
08:54:57.393 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003123
08:54:57.440 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001938
08:54:57.471 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002686
08:54:57.512 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002310
08:54:57.542 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002276
08:54:57.588 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.004242
08:54:57.611 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001999
08:54:57.633 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001746
08:54:57.659 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002515
08:54:57.690 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001623
08:54:57.711 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001352
08:54:57.742 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001688
08:54:57.764 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001708
08:54:57.784 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001604
08:54:57.817 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001613
08:54:57.856 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002067
08:54:57.880 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001564
08:54:57.907 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001813
08:54:57.933 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002077
08:54:57.973 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002605
08:54:58.019 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002613
08:54:58.042 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001649
08:54:58.059 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002311
08:54:58.081 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002165
08:54:58.099 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002501
08:54:58.116 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001525
08:54:58.134 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001396
08:54:58.152 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001639
08:54:58.170 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001460
08:54:58.192 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002277
08:54:58.223 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001939
08:54:58.241 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001710
08:54:58.263 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001899
08:54:58.285 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001745
08:54:58.304 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001672
08:54:58.323 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001625
08:54:58.342 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001916
08:54:58.363 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001521
08:54:58.384 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001684
08:54:58.404 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001552
08:54:58.424 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001663
08:54:58.444 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001830
08:54:58.462 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001678
08:54:58.482 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002074
08:54:58.500 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001718
08:54:58.571 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.005507
08:54:58.646 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002661
08:54:58.698 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003310
08:54:58.722 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001969
08:54:58.743 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001608
08:54:58.763 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002188
08:54:58.796 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.004661
08:54:58.817 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002109
08:54:58.837 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001827
08:54:58.861 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002751
08:54:58.893 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002843
08:54:58.936 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002897
08:54:58.968 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001899
08:54:58.988 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001578
08:54:59.015 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002179
08:54:59.086 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.006049
08:54:59.155 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003570
08:54:59.198 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003094
08:54:59.223 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002509
08:54:59.246 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002090
08:54:59.267 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001850
08:54:59.285 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001541
08:54:59.306 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001819
08:54:59.323 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001502
08:54:59.345 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001906
08:54:59.370 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001921
08:54:59.389 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001944
08:54:59.408 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002323
08:54:59.427 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001575
08:54:59.444 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001418
08:54:59.463 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001870
08:54:59.481 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001831
08:54:59.501 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001319
08:54:59.528 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002189
08:54:59.563 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001870
08:54:59.611 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002354
08:54:59.636 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002533
08:54:59.666 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002025
08:54:59.689 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002090
08:54:59.711 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002585
08:54:59.732 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001808
08:54:59.752 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002093
08:54:59.772 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002206
08:54:59.797 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001479
08:54:59.817 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001685
08:54:59.837 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001704
08:54:59.855 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001658
08:54:59.873 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001662
08:54:59.892 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001891
08:54:59.912 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001526
08:54:59.930 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001872
08:54:59.949 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001537
08:54:59.969 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001576
08:54:59.987 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001502
08:55:00.010 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002060
08:55:00.031 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001927
08:55:00.063 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002056
08:55:00.104 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.004054
08:55:00.128 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002252
08:55:00.158 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002495
08:55:00.190 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002001
08:55:00.210 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002019
08:55:00.234 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001694
08:55:00.256 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001859
08:55:00.280 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001883
08:55:00.309 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002242
08:55:00.329 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001615
08:55:00.346 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001530
08:55:00.367 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001480
08:55:00.386 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001447
08:55:00.405 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001439
08:55:00.422 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001742
08:55:00.439 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001554
08:55:00.456 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001378
08:55:00.475 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001433
08:55:00.492 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001579
08:55:00.510 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001881
08:55:00.528 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002322
08:55:00.548 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002775
08:55:00.567 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001455
08:55:00.585 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001573
08:55:00.604 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001421
08:55:00.634 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001823
08:55:00.666 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002545
08:55:00.687 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002617
08:55:00.713 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001915
08:55:00.734 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001531
08:55:00.753 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001651
08:55:00.774 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001730
08:55:00.794 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001670
08:55:00.813 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001471
08:55:00.830 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001935
08:55:00.847 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001378
08:55:00.866 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002357
08:55:00.886 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001534
08:55:00.906 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001508
08:55:00.936 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002664
08:55:00.961 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001994
08:55:00.988 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.005473
08:55:01.012 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002034
08:55:01.051 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002488
08:55:01.077 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001875
08:55:01.102 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002510
08:55:01.131 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002123
08:55:01.165 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002150
08:55:01.197 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002371
08:55:01.277 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.004523
08:55:01.300 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002306
08:55:01.318 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001713
08:55:01.340 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002283
08:55:01.361 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001829
08:55:01.381 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001892
08:55:01.399 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001721
08:55:01.424 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.003264
08:55:01.443 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001870
08:55:01.459 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001474
08:55:01.477 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001563
08:55:01.495 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002678
08:55:01.522 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002074
08:55:01.568 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001910
08:55:01.599 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002489
08:55:01.623 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.003202
08:55:01.646 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002270
08:55:01.688 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.004138
08:55:01.713 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002783
08:55:01.735 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002086
08:55:01.757 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002037
08:55:01.785 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001676
08:55:01.810 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002666
08:55:01.832 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001674
08:55:01.857 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002575
08:55:01.884 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002107
08:55:01.907 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.003074
08:55:01.938 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002477
08:55:01.961 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002134
08:55:01.993 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002102
08:55:02.014 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001799
08:55:02.042 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002662
08:55:02.064 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001845
08:55:02.090 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002517
08:55:02.116 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001808
08:55:02.138 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001948
08:55:02.162 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001563
08:55:02.183 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001902
08:55:02.206 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001738
08:55:02.232 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001600
08:55:02.262 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002531
08:55:02.287 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001636
08:55:02.317 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002613
08:55:02.337 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001610
08:55:02.364 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002065
08:55:02.386 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001600
08:55:02.406 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001660
08:55:02.426 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001797
08:55:02.447 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001626
08:55:02.466 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001638
08:55:02.483 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001526
08:55:02.503 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001495
08:55:02.524 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001549
08:55:02.543 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001648
08:55:02.562 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002834
08:55:02.580 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001435
08:55:02.597 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001445
08:55:02.615 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001496
08:55:02.632 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001486
08:55:02.650 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001424
08:55:02.667 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001442
08:55:02.685 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001655
08:55:02.703 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001338
08:55:02.720 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001360
08:55:02.737 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001385
08:55:02.754 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001653
08:55:02.772 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001567
08:55:02.790 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001561
08:55:02.808 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001463
08:55:02.826 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001362
08:55:02.843 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001364
08:55:02.862 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001441
08:55:02.879 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001483
08:55:02.896 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001312
08:55:02.914 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001499
08:55:02.930 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001511
08:55:02.946 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001282
08:55:02.962 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001420
