08:55:23.704 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
08:55:41.635 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001363
08:55:41.650 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001925
08:55:41.680 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001938
08:55:41.698 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002075
08:55:41.714 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001403
08:55:41.730 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001952
08:55:41.752 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001972
08:55:41.772 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001297
08:55:41.792 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001951
08:55:41.808 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001371
08:55:41.824 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001687
08:55:41.838 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001564
08:55:41.853 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001723
08:55:41.870 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001733
08:55:41.884 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001451
08:55:41.899 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001561
08:55:41.914 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001888
08:55:41.930 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001993
08:55:41.945 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001903
08:55:41.959 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001316
08:55:41.974 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001657
08:55:41.990 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001573
08:55:42.005 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001683
08:55:42.021 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001644
08:55:42.036 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002007
08:55:42.051 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001843
08:55:42.066 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001831
08:55:42.082 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001611
08:55:42.098 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001635
08:55:42.116 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001453
08:55:42.131 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001449
08:55:42.145 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001140
08:55:42.160 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001848
08:55:42.177 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001869
08:55:42.193 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002086
08:55:42.210 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001626
08:55:42.225 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001341
08:55:42.241 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001553
08:55:42.257 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001271
08:55:42.274 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001489
08:55:42.289 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001250
08:55:42.308 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001447
08:55:42.323 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001234
08:55:42.340 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001475
08:55:42.358 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001279
08:55:42.374 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001363
08:55:42.389 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001138
08:55:42.406 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001849
08:55:42.422 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002176
08:55:42.439 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001788
08:55:42.458 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001398
08:55:42.478 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001605
08:55:42.498 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.002124
08:55:42.524 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001546
08:55:42.544 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001102
08:55:42.568 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001507
08:55:42.592 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001372
08:55:42.630 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001131
08:55:42.653 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002434
08:55:42.683 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002281
08:55:42.715 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.003089
08:55:42.741 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002038
08:55:42.762 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001976
08:55:42.783 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001778
08:55:42.808 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001848
08:55:42.838 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002012
08:55:42.861 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001886
08:55:42.884 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001642
08:55:42.909 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002136
08:55:42.932 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001847
08:55:42.949 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001664
08:55:42.968 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001193
08:55:42.991 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001197
08:55:43.013 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001312
08:55:43.043 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001271
08:55:43.070 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001884
08:55:43.092 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001085
08:55:43.111 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001364
08:55:43.135 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001295
08:55:43.159 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002500
08:55:43.194 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001404
08:55:43.224 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002002
08:55:43.278 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.003776
08:55:43.308 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002659
08:55:43.334 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002362
08:55:43.357 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001783
08:55:43.381 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001723
08:55:43.403 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002068
08:55:43.428 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001873
08:55:43.449 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001797
08:55:43.475 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001971
08:55:43.506 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002496
08:55:43.531 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002538
08:55:43.559 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002024
08:55:43.584 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002277
08:55:43.608 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001856
08:55:43.630 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002039
08:55:43.653 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002192
08:55:43.676 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001697
08:55:43.699 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002867
08:55:43.719 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001888
08:55:43.740 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002112
08:55:43.760 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001835
08:55:43.780 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001987
08:55:43.803 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002115
08:55:43.825 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001518
08:55:43.846 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001910
08:55:43.868 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002153
08:55:43.891 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001814
08:55:43.911 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001652
08:55:43.937 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002512
08:55:43.960 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.002221
08:55:43.980 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001868
08:55:44.001 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001699
08:55:44.021 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001816
08:55:44.040 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001609
08:55:44.061 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001981
08:55:44.082 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001728
08:55:44.102 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001698
08:55:44.124 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001929
08:55:44.148 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001946
08:55:44.167 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001877
08:55:44.187 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001541
08:55:44.208 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001814
08:55:44.230 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002062
08:55:44.251 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001641
08:55:44.269 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001886
08:55:44.293 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001985
08:55:44.317 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002044
08:55:44.339 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001569
08:55:44.360 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001666
08:55:44.384 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001601
08:55:44.409 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002911
08:55:44.434 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002257
08:55:44.467 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.004588
08:55:44.491 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002008
08:55:44.517 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002304
08:55:44.544 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002451
08:55:44.576 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002651
08:55:44.604 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001597
08:55:44.626 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001692
08:55:44.652 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002064
08:55:44.678 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001869
08:55:44.697 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001734
08:55:44.723 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001977
08:55:44.782 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.003002
08:55:44.805 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002138
08:55:44.826 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002116
08:55:44.847 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.002025
08:55:44.868 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002341
08:55:44.889 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001903
08:55:44.909 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001696
08:55:44.931 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001903
08:55:44.956 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002326
08:55:44.976 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001693
08:55:44.996 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001850
08:55:45.016 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001917
08:55:45.039 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.003107
08:55:45.060 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001556
08:55:45.082 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001936
08:55:45.103 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001503
08:55:45.123 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001862
08:55:45.144 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001818
08:55:45.166 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002085
08:55:45.187 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001912
08:55:45.209 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001773
08:55:45.235 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002198
08:55:45.256 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001759
08:55:45.281 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002112
08:55:45.305 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001759
08:55:45.327 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001896
08:55:45.348 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002145
08:55:45.369 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001766
08:55:45.390 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001801
08:55:45.410 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001892
08:55:45.431 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001837
08:55:45.452 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001819
08:55:45.473 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001813
08:55:45.493 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001882
08:55:45.515 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001897
08:55:45.536 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002024
08:55:45.564 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.002054
08:55:45.615 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002864
08:55:45.651 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002598
08:55:45.675 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002208
08:55:45.694 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001840
